city,timestamp,station_name,line,station_type,hour,day_of_week,is_weekend,weather,event_nearby,entries,exits,crowding_index,crowding_label
Delhi,2025-10-21 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,1,0,Sunny,0,32,0,0.022,Low
Hyderabad,2025-10-21 03:00:00,Miyapur,Red Line,Residential,3,1,0,Sunny,0,24,0,0.021,Low
Kolkata,2025-10-21 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,1,0,Sunny,0,18,18,0.025,Low
Mumbai,2025-10-21 03:00:00,Versova,Line 1,Mixed/Retail,3,1,0,Sunny,0,11,35,0.035,Low
Bengaluru,2025-10-21 04:00:00,Majestic,Purple Line,Transit Hub,4,1,0,Sunny,0,31,17,0.024,Low
Chennai,2025-10-21 04:00:00,Chennai Central,Blue Line,Commercial,4,1,0,Sunny,0,34,9,0.028,Low
Delhi,2025-10-21 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,1,0,Sunny,0,16,0,0.008,Low
Hyderabad,2025-10-21 04:00:00,Miyapur,Red Line,Residential,4,1,0,Sunny,0,8,25,0.023,Low
Kolkata,2025-10-21 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,1,0,Sunny,0,0,19,0.011,Low
Mumbai,2025-10-21 04:00:00,Versova,Line 1,Mixed/Retail,4,1,0,Sunny,0,5,28,0.02,Low
Bengaluru,2025-10-21 05:00:00,Majestic,Purple Line,Transit Hub,5,1,0,Sunny,0,14,16,0.012,Low
Chennai,2025-10-21 05:00:00,Chennai Central,Blue Line,Commercial,5,1,0,Sunny,0,58,21,0.042,Low
Delhi,2025-10-21 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,1,0,Sunny,0,0,20,0.008,Low
Hyderabad,2025-10-21 05:00:00,Miyapur,Red Line,Residential,5,1,0,Sunny,0,0,10,0.007,Low
Kolkata,2025-10-21 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,1,0,Sunny,0,0,8,0.006,Low
Mumbai,2025-10-21 05:00:00,Versova,Line 1,Mixed/Retail,5,1,0,Sunny,0,0,8,0.008,Low
Bengaluru,2025-10-21 06:00:00,Majestic,Purple Line,Transit Hub,6,1,0,Sunny,0,101,124,0.117,Low
Chennai,2025-10-21 06:00:00,Chennai Central,Blue Line,Commercial,6,1,0,Sunny,0,56,84,0.093,Low
Delhi,2025-10-21 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,1,0,Sunny,0,104,140,0.113,Low
Hyderabad,2025-10-21 06:00:00,Miyapur,Red Line,Residential,6,1,0,Sunny,0,51,72,0.133,Low
Kolkata,2025-10-21 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,1,0,Sunny,0,79,76,0.119,Low
Mumbai,2025-10-21 06:00:00,Versova,Line 1,Mixed/Retail,6,1,0,Sunny,0,59,62,0.106,Low
Bengaluru,2025-10-21 07:00:00,Majestic,Purple Line,Transit Hub,7,1,0,Stormy,0,100,77,0.078,Low
Chennai,2025-10-21 07:00:00,Chennai Central,Blue Line,Commercial,7,1,0,Stormy,0,24,45,0.051,Low
Delhi,2025-10-21 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,1,0,Stormy,0,77,74,0.067,Low
Hyderabad,2025-10-21 07:00:00,Miyapur,Red Line,Residential,7,1,0,Stormy,0,39,41,0.05,Low
Kolkata,2025-10-21 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,1,0,Stormy,0,35,47,0.056,Low
Mumbai,2025-10-21 07:00:00,Versova,Line 1,Mixed/Retail,7,1,0,Stormy,0,24,29,0.053,Low
Bengaluru,2025-10-21 08:00:00,Majestic,Purple Line,Transit Hub,8,1,0,Sunny,0,991,1008,1.0,Critically Overcrowded
Chennai,2025-10-21 08:00:00,Chennai Central,Blue Line,Commercial,8,1,0,Sunny,0,171,1016,0.776,Crowded
Delhi,2025-10-21 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,1,0,Sunny,0,1262,420,0.744,Crowded
Hyderabad,2025-10-21 08:00:00,Miyapur,Red Line,Residential,8,1,0,Sunny,0,801,151,0.595,Normal
Kolkata,2025-10-21 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,1,0,Sunny,0,335,1305,0.841,Crowded
Mumbai,2025-10-21 08:00:00,Versova,Line 1,Mixed/Retail,8,1,0,Sunny,0,518,499,1.0,Critically Overcrowded
Bengaluru,2025-10-21 09:00:00,Majestic,Purple Line,Transit Hub,9,1,0,Sunny,0,870,857,0.964,Critically Overcrowded
Chennai,2025-10-21 09:00:00,Chennai Central,Blue Line,Commercial,9,1,0,Sunny,0,230,1095,0.889,Critically Overcrowded
Delhi,2025-10-21 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,1,0,Sunny,0,1130,401,0.727,Crowded
Hyderabad,2025-10-21 09:00:00,Miyapur,Red Line,Residential,9,1,0,Sunny,0,685,164,0.809,Crowded
Kolkata,2025-10-21 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,1,0,Sunny,0,178,968,0.867,Critically Overcrowded
Mumbai,2025-10-21 09:00:00,Versova,Line 1,Mixed/Retail,9,1,0,Sunny,0,777,771,1.0,Critically Overcrowded
Bengaluru,2025-10-21 10:00:00,Majestic,Purple Line,Transit Hub,10,1,0,Sunny,0,1229,993,0.956,Critically Overcrowded
Chennai,2025-10-21 10:00:00,Chennai Central,Blue Line,Commercial,10,1,0,Sunny,0,429,1258,0.796,Crowded
Delhi,2025-10-21 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,1,0,Sunny,0,1072,357,0.796,Crowded
Hyderabad,2025-10-21 10:00:00,Miyapur,Red Line,Residential,10,1,0,Sunny,0,726,184,0.67,Crowded
Kolkata,2025-10-21 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,1,0,Sunny,0,300,1034,0.942,Critically Overcrowded
Mumbai,2025-10-21 10:00:00,Versova,Line 1,Mixed/Retail,10,1,0,Sunny,0,947,677,0.939,Critically Overcrowded
Bengaluru,2025-10-21 11:00:00,Majestic,Purple Line,Transit Hub,11,1,0,Sunny,0,531,536,0.503,Normal
Chennai,2025-10-21 11:00:00,Chennai Central,Blue Line,Commercial,11,1,0,Sunny,0,479,595,0.547,Normal
Delhi,2025-10-21 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,1,0,Sunny,0,444,528,0.555,Normal
Hyderabad,2025-10-21 11:00:00,Miyapur,Red Line,Residential,11,1,0,Sunny,0,311,300,0.513,Normal
Kolkata,2025-10-21 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,1,0,Sunny,0,292,419,0.541,Normal
Mumbai,2025-10-21 11:00:00,Versova,Line 1,Mixed/Retail,11,1,0,Sunny,0,358,302,0.523,Normal
Bengaluru,2025-10-21 12:00:00,Majestic,Purple Line,Transit Hub,12,1,0,Sunny,0,772,703,0.573,Normal
Chennai,2025-10-21 12:00:00,Chennai Central,Blue Line,Commercial,12,1,0,Sunny,0,583,480,0.549,Normal
Delhi,2025-10-21 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,1,0,Sunny,0,524,623,0.613,Crowded
Hyderabad,2025-10-21 12:00:00,Miyapur,Red Line,Residential,12,1,0,Sunny,0,347,294,0.529,Normal
Kolkata,2025-10-21 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,1,0,Sunny,0,495,541,0.489,Normal
Mumbai,2025-10-21 12:00:00,Versova,Line 1,Mixed/Retail,12,1,0,Sunny,0,304,246,0.506,Normal
Bengaluru,2025-10-21 13:00:00,Majestic,Purple Line,Transit Hub,13,1,0,Sunny,0,559,637,0.617,Crowded
Chennai,2025-10-21 13:00:00,Chennai Central,Blue Line,Commercial,13,1,0,Sunny,0,592,513,0.544,Normal
Delhi,2025-10-21 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,1,0,Sunny,0,436,568,0.584,Normal
Hyderabad,2025-10-21 13:00:00,Miyapur,Red Line,Residential,13,1,0,Sunny,0,233,221,0.508,Normal
Kolkata,2025-10-21 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,1,0,Sunny,0,574,445,0.559,Normal
Mumbai,2025-10-21 13:00:00,Versova,Line 1,Mixed/Retail,13,1,0,Sunny,0,467,544,0.571,Normal
Bengaluru,2025-10-21 14:00:00,Majestic,Purple Line,Transit Hub,14,1,0,Sunny,0,550,642,0.484,Normal
Chennai,2025-10-21 14:00:00,Chennai Central,Blue Line,Commercial,14,1,0,Sunny,0,515,443,0.51,Normal
Delhi,2025-10-21 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,1,0,Sunny,0,381,269,0.53,Normal
Hyderabad,2025-10-21 14:00:00,Miyapur,Red Line,Residential,14,1,0,Sunny,0,283,255,0.574,Normal
Kolkata,2025-10-21 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,1,0,Sunny,0,576,493,0.517,Normal
Mumbai,2025-10-21 14:00:00,Versova,Line 1,Mixed/Retail,14,1,0,Sunny,0,299,302,0.617,Crowded
Bengaluru,2025-10-21 15:00:00,Majestic,Purple Line,Transit Hub,15,1,0,Overcast,1,826,936,0.713,Crowded
Chennai,2025-10-21 15:00:00,Chennai Central,Blue Line,Commercial,15,1,0,Overcast,1,465,423,0.665,Crowded
Delhi,2025-10-21 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,1,0,Overcast,1,788,960,0.829,Crowded
Hyderabad,2025-10-21 15:00:00,Miyapur,Red Line,Residential,15,1,0,Overcast,1,342,516,0.77,Crowded
Kolkata,2025-10-21 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,1,0,Overcast,1,589,706,0.838,Crowded
Mumbai,2025-10-21 15:00:00,Versova,Line 1,Mixed/Retail,15,1,0,Overcast,1,273,365,0.689,Crowded
Bengaluru,2025-10-21 16:00:00,Majestic,Purple Line,Transit Hub,16,1,0,Overcast,1,815,858,0.847,Crowded
Chennai,2025-10-21 16:00:00,Chennai Central,Blue Line,Commercial,16,1,0,Overcast,1,723,597,0.849,Crowded
Delhi,2025-10-21 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,1,0,Overcast,1,913,915,0.793,Crowded
Hyderabad,2025-10-21 16:00:00,Miyapur,Red Line,Residential,16,1,0,Overcast,1,514,534,0.68,Crowded
Kolkata,2025-10-21 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,1,0,Overcast,1,781,683,0.759,Crowded
Mumbai,2025-10-21 16:00:00,Versova,Line 1,Mixed/Retail,16,1,0,Overcast,1,383,473,0.759,Crowded
Bengaluru,2025-10-21 17:00:00,Majestic,Purple Line,Transit Hub,17,1,0,Sunny,0,1250,1258,1.0,Critically Overcrowded
Chennai,2025-10-21 17:00:00,Chennai Central,Blue Line,Commercial,17,1,0,Sunny,0,1013,322,0.902,Critically Overcrowded
Delhi,2025-10-21 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,1,0,Sunny,0,260,1065,0.894,Critically Overcrowded
Hyderabad,2025-10-21 17:00:00,Miyapur,Red Line,Residential,17,1,0,Sunny,0,194,969,0.788,Crowded
Kolkata,2025-10-21 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,1,0,Sunny,0,1116,351,0.783,Crowded
Mumbai,2025-10-21 17:00:00,Versova,Line 1,Mixed/Retail,17,1,0,Sunny,0,645,644,0.999,Critically Overcrowded
Bengaluru,2025-10-21 18:00:00,Majestic,Purple Line,Transit Hub,18,1,0,Sunny,0,813,804,0.965,Critically Overcrowded
Chennai,2025-10-21 18:00:00,Chennai Central,Blue Line,Commercial,18,1,0,Sunny,0,830,230,0.872,Critically Overcrowded
Delhi,2025-10-21 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,1,0,Sunny,0,234,1383,0.753,Crowded
Hyderabad,2025-10-21 18:00:00,Miyapur,Red Line,Residential,18,1,0,Sunny,0,228,705,0.8,Crowded
Kolkata,2025-10-21 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,1,0,Sunny,0,1171,421,0.747,Crowded
Mumbai,2025-10-21 18:00:00,Versova,Line 1,Mixed/Retail,18,1,0,Sunny,0,551,546,1.0,Critically Overcrowded
Bengaluru,2025-10-21 19:00:00,Majestic,Purple Line,Transit Hub,19,1,0,Sunny,0,1080,1098,1.0,Critically Overcrowded
Chennai,2025-10-21 19:00:00,Chennai Central,Blue Line,Commercial,19,1,0,Sunny,0,1013,314,0.792,Crowded
Delhi,2025-10-21 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,1,0,Sunny,0,394,1250,0.874,Critically Overcrowded
Hyderabad,2025-10-21 19:00:00,Miyapur,Red Line,Residential,19,1,0,Sunny,0,220,738,0.789,Crowded
Kolkata,2025-10-21 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,1,0,Sunny,0,1155,373,0.743,Crowded
Mumbai,2025-10-21 19:00:00,Versova,Line 1,Mixed/Retail,19,1,0,Sunny,0,739,733,0.94,Critically Overcrowded
Bengaluru,2025-10-21 20:00:00,Majestic,Purple Line,Transit Hub,20,1,0,Sunny,0,152,304,0.273,Low
Chennai,2025-10-21 20:00:00,Chennai Central,Blue Line,Commercial,20,1,0,Sunny,0,194,361,0.403,Normal
Delhi,2025-10-21 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,1,0,Sunny,0,237,442,0.4,Normal
Hyderabad,2025-10-21 20:00:00,Miyapur,Red Line,Residential,20,1,0,Sunny,0,123,285,0.341,Normal
Kolkata,2025-10-21 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,1,0,Sunny,0,224,409,0.35,Normal
Mumbai,2025-10-21 20:00:00,Versova,Line 1,Mixed/Retail,20,1,0,Sunny,0,157,305,0.435,Normal
Bengaluru,2025-10-21 21:00:00,Majestic,Purple Line,Transit Hub,21,1,0,Sunny,0,163,615,0.288,Low
Chennai,2025-10-21 21:00:00,Chennai Central,Blue Line,Commercial,21,1,0,Sunny,0,144,371,0.333,Normal
Delhi,2025-10-21 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,1,0,Sunny,0,320,574,0.393,Normal
Hyderabad,2025-10-21 21:00:00,Miyapur,Red Line,Residential,21,1,0,Sunny,0,91,198,0.359,Normal
Kolkata,2025-10-21 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,1,0,Sunny,0,244,267,0.235,Low
Mumbai,2025-10-21 21:00:00,Versova,Line 1,Mixed/Retail,21,1,0,Sunny,0,157,396,0.347,Normal
Bengaluru,2025-10-21 22:00:00,Majestic,Purple Line,Transit Hub,22,1,0,Sunny,0,317,320,0.257,Low
Chennai,2025-10-21 22:00:00,Chennai Central,Blue Line,Commercial,22,1,0,Sunny,0,132,242,0.294,Low
Delhi,2025-10-21 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,1,0,Sunny,0,255,443,0.398,Normal
Hyderabad,2025-10-21 22:00:00,Miyapur,Red Line,Residential,22,1,0,Sunny,0,155,116,0.3,Low
Kolkata,2025-10-21 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,1,0,Sunny,0,214,265,0.25,Low
Mumbai,2025-10-21 22:00:00,Versova,Line 1,Mixed/Retail,22,1,0,Sunny,0,116,173,0.178,Low
Bengaluru,2025-10-21 23:00:00,Majestic,Purple Line,Transit Hub,23,1,0,Sunny,0,90,407,0.283,Low
Chennai,2025-10-21 23:00:00,Chennai Central,Blue Line,Commercial,23,1,0,Sunny,0,88,215,0.224,Low
Delhi,2025-10-21 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,1,0,Sunny,0,277,231,0.279,Low
Hyderabad,2025-10-21 23:00:00,Miyapur,Red Line,Residential,23,1,0,Sunny,0,74,315,0.338,Normal
Kolkata,2025-10-21 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,1,0,Sunny,0,245,411,0.381,Normal
Mumbai,2025-10-21 23:00:00,Versova,Line 1,Mixed/Retail,23,1,0,Sunny,0,149,346,0.365,Normal
Bengaluru,2025-10-22 00:00:00,Majestic,Purple Line,Transit Hub,0,2,0,Sunny,0,23,62,0.044,Low
Chennai,2025-10-22 00:00:00,Chennai Central,Blue Line,Commercial,0,2,0,Sunny,0,18,2,0.015,Low
Delhi,2025-10-22 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,2,0,Sunny,0,0,20,0.013,Low
Hyderabad,2025-10-22 00:00:00,Miyapur,Red Line,Residential,0,2,0,Sunny,0,0,9,0.007,Low
Kolkata,2025-10-22 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,2,0,Sunny,0,14,45,0.028,Low
Mumbai,2025-10-22 00:00:00,Versova,Line 1,Mixed/Retail,0,2,0,Sunny,0,29,18,0.027,Low
Bengaluru,2025-10-22 01:00:00,Majestic,Purple Line,Transit Hub,1,2,0,Sunny,0,7,0,0.004,Low
Chennai,2025-10-22 01:00:00,Chennai Central,Blue Line,Commercial,1,2,0,Sunny,0,13,3,0.01,Low
Delhi,2025-10-22 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,2,0,Sunny,0,17,43,0.05,Low
Hyderabad,2025-10-22 01:00:00,Miyapur,Red Line,Residential,1,2,0,Sunny,0,16,23,0.03,Low
Kolkata,2025-10-22 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,2,0,Sunny,0,23,1,0.013,Low
Mumbai,2025-10-22 01:00:00,Versova,Line 1,Mixed/Retail,1,2,0,Sunny,0,21,9,0.017,Low
Bengaluru,2025-10-22 02:00:00,Majestic,Purple Line,Transit Hub,2,2,0,Sunny,0,12,49,0.03,Low
Chennai,2025-10-22 02:00:00,Chennai Central,Blue Line,Commercial,2,2,0,Sunny,0,20,22,0.024,Low
Delhi,2025-10-22 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,2,0,Sunny,0,9,36,0.024,Low
Hyderabad,2025-10-22 02:00:00,Miyapur,Red Line,Residential,2,2,0,Sunny,0,0,36,0.035,Low
Kolkata,2025-10-22 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,2,0,Sunny,0,20,30,0.025,Low
Mumbai,2025-10-22 02:00:00,Versova,Line 1,Mixed/Retail,2,2,0,Sunny,0,5,19,0.018,Low
Bengaluru,2025-10-22 03:00:00,Majestic,Purple Line,Transit Hub,3,2,0,Sunny,0,17,34,0.02,Low
Chennai,2025-10-22 03:00:00,Chennai Central,Blue Line,Commercial,3,2,0,Sunny,0,17,29,0.024,Low
Delhi,2025-10-22 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,2,0,Sunny,0,10,14,0.012,Low
Hyderabad,2025-10-22 03:00:00,Miyapur,Red Line,Residential,3,2,0,Sunny,0,49,15,0.05,Low
Kolkata,2025-10-22 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,2,0,Sunny,0,37,24,0.029,Low
Mumbai,2025-10-22 03:00:00,Versova,Line 1,Mixed/Retail,3,2,0,Sunny,0,3,21,0.014,Low
Bengaluru,2025-10-22 04:00:00,Majestic,Purple Line,Transit Hub,4,2,0,Rainy,0,33,46,0.032,Low
Chennai,2025-10-22 04:00:00,Chennai Central,Blue Line,Commercial,4,2,0,Rainy,0,0,18,0.015,Low
Delhi,2025-10-22 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,2,0,Rainy,0,22,8,0.017,Low
Hyderabad,2025-10-22 04:00:00,Miyapur,Red Line,Residential,4,2,0,Rainy,0,36,8,0.028,Low
Kolkata,2025-10-22 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,2,0,Rainy,0,40,0,0.03,Low
Mumbai,2025-10-22 04:00:00,Versova,Line 1,Mixed/Retail,4,2,0,Rainy,0,0,24,0.018,Low
Bengaluru,2025-10-22 05:00:00,Majestic,Purple Line,Transit Hub,5,2,0,Sunny,0,33,32,0.031,Low
Chennai,2025-10-22 05:00:00,Chennai Central,Blue Line,Commercial,5,2,0,Sunny,0,17,18,0.019,Low
Delhi,2025-10-22 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,2,0,Sunny,0,10,32,0.018,Low
Hyderabad,2025-10-22 05:00:00,Miyapur,Red Line,Residential,5,2,0,Sunny,0,23,27,0.057,Low
Kolkata,2025-10-22 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,2,0,Sunny,0,8,17,0.013,Low
Mumbai,2025-10-22 05:00:00,Versova,Line 1,Mixed/Retail,5,2,0,Sunny,0,3,11,0.009,Low
Bengaluru,2025-10-22 06:00:00,Majestic,Purple Line,Transit Hub,6,2,0,Overcast,0,140,146,0.11,Low
Chennai,2025-10-22 06:00:00,Chennai Central,Blue Line,Commercial,6,2,0,Overcast,0,93,82,0.091,Low
Delhi,2025-10-22 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,2,0,Overcast,0,80,69,0.12,Low
Hyderabad,2025-10-22 06:00:00,Miyapur,Red Line,Residential,6,2,0,Overcast,0,71,56,0.123,Low
Kolkata,2025-10-22 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,2,0,Overcast,0,68,64,0.089,Low
Mumbai,2025-10-22 06:00:00,Versova,Line 1,Mixed/Retail,6,2,0,Overcast,0,47,84,0.085,Low
Bengaluru,2025-10-22 07:00:00,Majestic,Purple Line,Transit Hub,7,2,0,Sunny,0,125,108,0.116,Low
Chennai,2025-10-22 07:00:00,Chennai Central,Blue Line,Commercial,7,2,0,Sunny,0,90,104,0.111,Low
Delhi,2025-10-22 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,2,0,Sunny,0,91,126,0.126,Low
Hyderabad,2025-10-22 07:00:00,Miyapur,Red Line,Residential,7,2,0,Sunny,0,60,55,0.106,Low
Kolkata,2025-10-22 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,2,0,Sunny,0,97,51,0.122,Low
Mumbai,2025-10-22 07:00:00,Versova,Line 1,Mixed/Retail,7,2,0,Sunny,0,50,58,0.118,Low
Bengaluru,2025-10-22 08:00:00,Majestic,Purple Line,Transit Hub,8,2,0,Overcast,0,1285,1389,0.932,Critically Overcrowded
Chennai,2025-10-22 08:00:00,Chennai Central,Blue Line,Commercial,8,2,0,Overcast,0,354,1030,0.747,Crowded
Delhi,2025-10-22 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,2,0,Overcast,0,1033,335,0.669,Crowded
Hyderabad,2025-10-22 08:00:00,Miyapur,Red Line,Residential,8,2,0,Overcast,0,974,304,0.821,Crowded
Kolkata,2025-10-22 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,2,0,Overcast,0,294,1099,0.907,Critically Overcrowded
Mumbai,2025-10-22 08:00:00,Versova,Line 1,Mixed/Retail,8,2,0,Overcast,0,578,434,0.948,Critically Overcrowded
Bengaluru,2025-10-22 09:00:00,Majestic,Purple Line,Transit Hub,9,2,0,Sunny,0,817,859,1.0,Critically Overcrowded
Chennai,2025-10-22 09:00:00,Chennai Central,Blue Line,Commercial,9,2,0,Sunny,0,372,1356,0.813,Crowded
Delhi,2025-10-22 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,2,0,Sunny,0,745,198,0.689,Crowded
Hyderabad,2025-10-22 09:00:00,Miyapur,Red Line,Residential,9,2,0,Sunny,0,797,277,0.681,Crowded
Kolkata,2025-10-22 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,2,0,Sunny,0,348,1373,0.783,Crowded
Mumbai,2025-10-22 09:00:00,Versova,Line 1,Mixed/Retail,9,2,0,Sunny,0,679,615,0.87,Critically Overcrowded
Bengaluru,2025-10-22 10:00:00,Majestic,Purple Line,Transit Hub,10,2,0,Sunny,0,1076,971,1.0,Critically Overcrowded
Chennai,2025-10-22 10:00:00,Chennai Central,Blue Line,Commercial,10,2,0,Sunny,0,247,969,0.726,Crowded
Delhi,2025-10-22 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,2,0,Sunny,0,1109,297,0.779,Crowded
Hyderabad,2025-10-22 10:00:00,Miyapur,Red Line,Residential,10,2,0,Sunny,0,799,180,0.697,Crowded
Kolkata,2025-10-22 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,2,0,Sunny,0,359,1198,0.846,Crowded
Mumbai,2025-10-22 10:00:00,Versova,Line 1,Mixed/Retail,10,2,0,Sunny,0,570,522,0.924,Critically Overcrowded
Bengaluru,2025-10-22 11:00:00,Majestic,Purple Line,Transit Hub,11,2,0,Sunny,0,405,407,0.489,Normal
Chennai,2025-10-22 11:00:00,Chennai Central,Blue Line,Commercial,11,2,0,Sunny,0,586,609,0.572,Normal
Delhi,2025-10-22 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,2,0,Sunny,0,458,405,0.498,Normal
Hyderabad,2025-10-22 11:00:00,Miyapur,Red Line,Residential,11,2,0,Sunny,0,492,384,0.562,Normal
Kolkata,2025-10-22 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,2,0,Sunny,0,604,531,0.585,Normal
Mumbai,2025-10-22 11:00:00,Versova,Line 1,Mixed/Retail,11,2,0,Sunny,0,326,385,0.63,Crowded
Bengaluru,2025-10-22 12:00:00,Majestic,Purple Line,Transit Hub,12,2,0,Sunny,0,458,387,0.509,Normal
Chennai,2025-10-22 12:00:00,Chennai Central,Blue Line,Commercial,12,2,0,Sunny,0,513,603,0.519,Normal
Delhi,2025-10-22 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,2,0,Sunny,0,471,624,0.521,Normal
Hyderabad,2025-10-22 12:00:00,Miyapur,Red Line,Residential,12,2,0,Sunny,0,269,384,0.533,Normal
Kolkata,2025-10-22 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,2,0,Sunny,0,266,373,0.514,Normal
Mumbai,2025-10-22 12:00:00,Versova,Line 1,Mixed/Retail,12,2,0,Sunny,0,533,561,0.629,Crowded
Bengaluru,2025-10-22 13:00:00,Majestic,Purple Line,Transit Hub,13,2,0,Sunny,0,546,557,0.596,Normal
Chennai,2025-10-22 13:00:00,Chennai Central,Blue Line,Commercial,13,2,0,Sunny,0,561,513,0.502,Normal
Delhi,2025-10-22 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,2,0,Sunny,0,495,436,0.63,Crowded
Hyderabad,2025-10-22 13:00:00,Miyapur,Red Line,Residential,13,2,0,Sunny,0,206,197,0.504,Normal
Kolkata,2025-10-22 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,2,0,Sunny,0,567,527,0.615,Crowded
Mumbai,2025-10-22 13:00:00,Versova,Line 1,Mixed/Retail,13,2,0,Sunny,0,249,276,0.54,Normal
Bengaluru,2025-10-22 14:00:00,Majestic,Purple Line,Transit Hub,14,2,0,Rainy,0,404,432,0.372,Normal
Chennai,2025-10-22 14:00:00,Chennai Central,Blue Line,Commercial,14,2,0,Rainy,0,447,392,0.413,Normal
Delhi,2025-10-22 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,2,0,Rainy,0,339,343,0.45,Normal
Hyderabad,2025-10-22 14:00:00,Miyapur,Red Line,Residential,14,2,0,Rainy,0,270,263,0.496,Normal
Kolkata,2025-10-22 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,2,0,Rainy,0,456,344,0.469,Normal
Mumbai,2025-10-22 14:00:00,Versova,Line 1,Mixed/Retail,14,2,0,Rainy,0,293,441,0.423,Normal
Bengaluru,2025-10-22 15:00:00,Majestic,Purple Line,Transit Hub,15,2,0,Sunny,0,526,475,0.589,Normal
Chennai,2025-10-22 15:00:00,Chennai Central,Blue Line,Commercial,15,2,0,Sunny,0,527,443,0.564,Normal
Delhi,2025-10-22 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,2,0,Sunny,0,641,531,0.586,Normal
Hyderabad,2025-10-22 15:00:00,Miyapur,Red Line,Residential,15,2,0,Sunny,0,269,271,0.637,Crowded
Kolkata,2025-10-22 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,2,0,Sunny,0,498,537,0.47,Normal
Mumbai,2025-10-22 15:00:00,Versova,Line 1,Mixed/Retail,15,2,0,Sunny,0,410,436,0.592,Normal
